#           N         Chain          BCCA          BPCA
 8.707225e+05  8.287483e-01  4.220468e-01  5.353926e-02
 9.202967e+05  8.287483e-01  4.213479e-01  5.260472e-02
 9.726934e+05  8.287483e-01  4.206534e-01  5.168573e-02
 1.028073e+06  8.287482e-01  4.199631e-01  5.078205e-02
 1.086606e+06  8.287482e-01  4.192771e-01  4.989345e-02
 1.148472e+06  8.287482e-01  4.185954e-01  4.901971e-02
 1.213859e+06  8.287481e-01  4.179178e-01  4.816061e-02
 1.282970e+06  8.287481e-01  4.172444e-01  4.731592e-02
 1.356015e+06  8.287481e-01  4.165751e-01  4.648543e-02
 1.433219e+06  8.287480e-01  4.159099e-01  4.566890e-02
 1.514819e+06  8.287480e-01  4.152487e-01  4.486615e-02
 1.601064e+06  8.287480e-01  4.145915e-01  4.407694e-02
 1.692220e+06  8.287480e-01  4.139384e-01  4.330107e-02
 1.788566e+06  8.287479e-01  4.132891e-01  4.253833e-02
 1.890397e+06  8.287479e-01  4.126438e-01  4.178853e-02
 1.998026e+06  8.287479e-01  4.120024e-01  4.105145e-02
 2.111783e+06  8.287479e-01  4.113648e-01  4.032691e-02
 2.232016e+06  8.287478e-01  4.107310e-01  3.961470e-02
 2.359095e+06  8.287478e-01  4.101011e-01  3.891462e-02
 2.493409e+06  8.287478e-01  4.094748e-01  3.822650e-02
 2.635371e+06  8.287478e-01  4.088523e-01  3.755013e-02
 2.785414e+06  8.287478e-01  4.082335e-01  3.688534e-02
 2.944000e+06  8.287477e-01  4.076184e-01  3.623193e-02
 3.111616e+06  8.287477e-01  4.070069e-01  3.558973e-02
 3.288774e+06  8.287477e-01  4.063989e-01  3.495856e-02
 3.476019e+06  8.287477e-01  4.057946e-01  3.433823e-02
 3.673925e+06  8.287477e-01  4.051938e-01  3.372859e-02
 3.883098e+06  8.287476e-01  4.045966e-01  3.312944e-02
 4.104181e+06  8.287476e-01  4.040028e-01  3.254063e-02
 4.337850e+06  8.287476e-01  4.034124e-01  3.196199e-02
 4.584824e+06  8.287476e-01  4.028256e-01  3.139335e-02
 4.845859e+06  8.287476e-01  4.022421e-01  3.083455e-02
 5.121755e+06  8.287476e-01  4.016620e-01  3.028543e-02
 5.413360e+06  8.287475e-01  4.010852e-01  2.974582e-02
 5.721568e+06  8.287475e-01  4.005118e-01  2.921559e-02
 6.047322e+06  8.287475e-01  3.999417e-01  2.869456e-02
 6.391624e+06  8.287475e-01  3.993748e-01  2.818259e-02
 6.755528e+06  8.287475e-01  3.988112e-01  2.767953e-02
 7.140151e+06  8.287475e-01  3.982508e-01  2.718524e-02
 7.546673e+06  8.287474e-01  3.976936e-01  2.669956e-02
 7.976339e+06  8.287474e-01  3.971396e-01  2.622236e-02
 8.430468e+06  8.287474e-01  3.965887e-01  2.575349e-02
 8.910453e+06  8.287474e-01  3.960410e-01  2.529282e-02
 9.417766e+06  8.287474e-01  3.954963e-01  2.484020e-02
 9.953962e+06  8.287474e-01  3.949548e-01  2.439551e-02
 1.052069e+07  8.287473e-01  3.944162e-01  2.395862e-02
 1.111968e+07  8.287473e-01  3.938807e-01  2.352938e-02
 1.175277e+07  8.287473e-01  3.933483e-01  2.310768e-02
 1.242191e+07  8.287473e-01  3.928187e-01  2.269338e-02
 1.312915e+07  8.287473e-01  3.922922e-01  2.228637e-02
 1.387665e+07  8.287473e-01  3.917686e-01  2.188651e-02
 1.466671e+07  8.287472e-01  3.912479e-01  2.149370e-02
 1.550175e+07  8.287472e-01  3.907301e-01  2.110780e-02
 1.638434e+07  8.287472e-01  3.902151e-01  2.072870e-02
 1.731717e+07  8.287472e-01  3.897030e-01  2.035629e-02
 1.830312e+07  8.287472e-01  3.891938e-01  1.999045e-02
 1.934520e+07  8.287472e-01  3.886873e-01  1.963108e-02
 2.044661e+07  8.287471e-01  3.881836e-01  1.927805e-02
 2.161073e+07  8.287471e-01  3.876827e-01  1.893127e-02
 2.284112e+07  8.287471e-01  3.871845e-01  1.859062e-02
 2.414157e+07  8.287471e-01  3.866891e-01  1.825600e-02
 2.551606e+07  8.287471e-01  3.861963e-01  1.792732e-02
 2.696881e+07  8.287471e-01  3.857063e-01  1.760445e-02
 2.850426e+07  8.287470e-01  3.852189e-01  1.728732e-02
 3.012714e+07  8.287470e-01  3.847341e-01  1.697581e-02
 3.184242e+07  8.287470e-01  3.842520e-01  1.666983e-02
 3.365535e+07  8.287470e-01  3.837725e-01  1.636929e-02
 3.557150e+07  8.287470e-01  3.832955e-01  1.607409e-02
 3.759675e+07  8.287470e-01  3.828212e-01  1.578414e-02
 3.973730e+07  8.287470e-01  3.823493e-01  1.549935e-02
 4.199973e+07  8.287469e-01  3.818800e-01  1.521963e-02
 4.439097e+07  8.287469e-01  3.814132e-01  1.494489e-02
 4.691835e+07  8.287469e-01  3.809490e-01  1.467505e-02
 4.958962e+07  8.287469e-01  3.804871e-01  1.441001e-02
 5.241298e+07  8.287469e-01  3.800278e-01  1.414971e-02
 5.539709e+07  8.287469e-01  3.795709e-01  1.389405e-02
 5.855110e+07  8.287468e-01  3.791164e-01  1.364295e-02
 6.188468e+07  8.287468e-01  3.786643e-01  1.339634e-02
 6.540806e+07  8.287468e-01  3.782146e-01  1.315413e-02
 6.913204e+07  8.287468e-01  3.777672e-01  1.291626e-02
 7.306804e+07  8.287468e-01  3.773222e-01  1.268263e-02
 7.722814e+07  8.287468e-01  3.768796e-01  1.245319e-02
 8.162509e+07  8.287467e-01  3.764393e-01  1.222785e-02
 8.627237e+07  8.287467e-01  3.760013e-01  1.200655e-02
 9.118425e+07  8.287467e-01  3.755655e-01  1.178922e-02
 9.637579e+07  8.287467e-01  3.751321e-01  1.157577e-02
 1.018629e+08  8.287467e-01  3.747009e-01  1.136615e-02
 1.076624e+08  8.287467e-01  3.742719e-01  1.116030e-02
 1.137921e+08  8.287466e-01  3.738452e-01  1.095813e-02
 1.202708e+08  8.287466e-01  3.734207e-01  1.075959e-02
 1.271184e+08  8.287466e-01  3.729983e-01  1.056462e-02
 1.343558e+08  8.287466e-01  3.725782e-01  1.037314e-02
 1.420053e+08  8.287466e-01  3.721602e-01  1.018511e-02
 1.500903e+08  8.287466e-01  3.717444e-01  1.000045e-02
 1.586357e+08  8.287465e-01  3.713307e-01  9.819117e-03
 1.676675e+08  8.287465e-01  3.709191e-01  9.641042e-03
 1.772136e+08  8.287465e-01  3.705096e-01  9.466169e-03
 1.873032e+08  8.287465e-01  3.701022e-01  9.294442e-03
 1.979672e+08  8.287465e-01  3.696969e-01  9.125805e-03
 2.092383e+08  8.287465e-01  3.692937e-01  8.960205e-03
 2.211512e+08  8.287464e-01  3.688925e-01  8.797586e-03
 2.337424e+08  8.287464e-01  3.684933e-01  8.637897e-03
 2.470504e+08  8.287464e-01  3.680961e-01  8.481085e-03
 2.611161e+08  8.287464e-01  3.677010e-01  8.327098e-03
 2.759826e+08  8.287464e-01  3.673079e-01  8.175888e-03
 2.916956e+08  8.287464e-01  3.669167e-01  8.027404e-03
 3.083031e+08  8.287463e-01  3.665275e-01  7.881599e-03
 3.258562e+08  8.287463e-01  3.661403e-01  7.738423e-03
 3.444087e+08  8.287463e-01  3.657550e-01  7.597832e-03
 3.640175e+08  8.287463e-01  3.653716e-01  7.459778e-03
 3.847427e+08  8.287463e-01  3.649901e-01  7.324217e-03
 4.066478e+08  8.287463e-01  3.646106e-01  7.191103e-03
 4.298001e+08  8.287462e-01  3.642329e-01  7.060394e-03
 4.542706e+08  8.287462e-01  3.638571e-01  6.932047e-03
 4.801343e+08  8.287462e-01  3.634832e-01  6.806019e-03
 5.074705e+08  8.287462e-01  3.631111e-01  6.682268e-03
 5.363631e+08  8.287462e-01  3.627409e-01  6.560755e-03
 5.669007e+08  8.287461e-01  3.623725e-01  6.441439e-03
 5.991770e+08  8.287461e-01  3.620059e-01  6.324282e-03
 6.332908e+08  8.287461e-01  3.616411e-01  6.209243e-03
 6.693470e+08  8.287461e-01  3.612781e-01  6.096286e-03
 7.074559e+08  8.287461e-01  3.609169e-01  5.985373e-03
 7.477346e+08  8.287461e-01  3.605575e-01  5.876468e-03
 7.903066e+08  8.287460e-01  3.601998e-01  5.769534e-03
 8.353023e+08  8.287460e-01  3.598438e-01  5.664537e-03
 8.828599e+08  8.287460e-01  3.594896e-01  5.561441e-03
 9.331251e+08  8.287460e-01  3.591372e-01  5.460213e-03
 9.862522e+08  8.287460e-01  3.587864e-01  5.360818e-03
 1.042404e+09  8.287459e-01  3.584374e-01  5.263225e-03
 1.101753e+09  8.287459e-01  3.580900e-01  5.167400e-03
 1.164481e+09  8.287459e-01  3.577443e-01  5.073312e-03
 1.230780e+09  8.287459e-01  3.574003e-01  4.980930e-03
 1.300854e+09  8.287459e-01  3.570579e-01  4.890223e-03
 1.374917e+09  8.287459e-01  3.567172e-01  4.801161e-03
 1.453198e+09  8.287458e-01  3.563781e-01  4.713714e-03
 1.535935e+09  8.287458e-01  3.560407e-01  4.627854e-03
 1.623382e+09  8.287458e-01  3.557049e-01  4.543551e-03
 1.715809e+09  8.287458e-01  3.553707e-01  4.460779e-03
 1.813498e+09  8.287458e-01  3.550380e-01  4.379508e-03
 1.916748e+09  8.287457e-01  3.547070e-01  4.299712e-03
 2.025878e+09  8.287457e-01  3.543775e-01  4.221365e-03
 2.141220e+09  8.287457e-01  3.540497e-01  4.144441e-03
 2.263130e+09  8.287457e-01  3.537233e-01  4.068913e-03
 2.391980e+09  8.287457e-01  3.533985e-01  3.994757e-03
 2.528166e+09  8.287457e-01  3.530753e-01  3.921948e-03
 2.672106e+09  8.287456e-01  3.527536e-01  3.850461e-03
 2.824241e+09  8.287456e-01  3.524334e-01  3.780273e-03
 2.985038e+09  8.287456e-01  3.521147e-01  3.711361e-03
 3.154990e+09  8.287456e-01  3.517975e-01  3.643700e-03
 3.334618e+09  8.287456e-01  3.514818e-01  3.577270e-03
 3.524473e+09  8.287455e-01  3.511676e-01  3.512047e-03
 3.725137e+09  8.287455e-01  3.508549e-01  3.448009e-03
 3.937226e+09  8.287455e-01  3.505436e-01  3.385136e-03
 4.161391e+09  8.287455e-01  3.502338e-01  3.323405e-03
 4.398317e+09  8.287455e-01  3.499254e-01  3.262798e-03
 4.648734e+09  8.287454e-01  3.496185e-01  3.203292e-03
 4.913407e+09  8.287454e-01  3.493130e-01  3.144869e-03
 5.193150e+09  8.287454e-01  3.490089e-01  3.087508e-03
 5.488820e+09  8.287454e-01  3.487062e-01  3.031191e-03
 5.801323e+09  8.287454e-01  3.484049e-01  2.975899e-03
 6.131619e+09  8.287453e-01  3.481051e-01  2.921612e-03
 6.480720e+09  8.287453e-01  3.478066e-01  2.868314e-03
 6.849697e+09  8.287453e-01  3.475094e-01  2.815985e-03
 7.239681e+09  8.287453e-01  3.472137e-01  2.764609e-03
 7.651869e+09  8.287453e-01  3.469193e-01  2.714168e-03
 8.087525e+09  8.287452e-01  3.466263e-01  2.664645e-03
 8.547985e+09  8.287452e-01  3.463346e-01  2.616023e-03
 9.034660e+09  8.287452e-01  3.460443e-01  2.568287e-03
 9.549045e+09  8.287452e-01  3.457553e-01  2.521420e-03
