#           N         Chain          BCCA          BPCA
 1.731717e+07  1.036289e+01  4.969032e+01  5.258066e+01
 1.830312e+07  1.036289e+01  4.975007e+01  5.264884e+01
 1.934520e+07  1.036290e+01  4.980953e+01  5.271666e+01
 2.044661e+07  1.036290e+01  4.986869e+01  5.278411e+01
 2.161073e+07  1.036291e+01  4.992756e+01  5.285121e+01
 2.284112e+07  1.036291e+01  4.998613e+01  5.291795e+01
 2.414157e+07  1.036292e+01  5.004443e+01  5.298434e+01
 2.551606e+07  1.036292e+01  5.010244e+01  5.305039e+01
 2.696881e+07  1.036293e+01  5.016016e+01  5.311610e+01
 2.850426e+07  1.036293e+01  5.021761e+01  5.318147e+01
 3.012714e+07  1.036294e+01  5.027479e+01  5.324652e+01
 3.184242e+07  1.036294e+01  5.033169e+01  5.331123e+01
 3.365535e+07  1.036294e+01  5.038832e+01  5.337563e+01
 3.557150e+07  1.036295e+01  5.044468e+01  5.343971e+01
 3.759675e+07  1.036295e+01  5.050078e+01  5.350347e+01
 3.973730e+07  1.036296e+01  5.055662e+01  5.356692e+01
 4.199973e+07  1.036296e+01  5.061220e+01  5.363007e+01
 4.439097e+07  1.036297e+01  5.066752e+01  5.369292e+01
 4.691835e+07  1.036297e+01  5.072259e+01  5.375547e+01
 4.958962e+07  1.036297e+01  5.077741e+01  5.381772e+01
 5.241298e+07  1.036298e+01  5.083197e+01  5.387968e+01
 5.539709e+07  1.036298e+01  5.088629e+01  5.394136e+01
 5.855110e+07  1.036298e+01  5.094036e+01  5.400275e+01
 6.188468e+07  1.036299e+01  5.099419e+01  5.406387e+01
 6.540806e+07  1.036299e+01  5.104778e+01  5.412471e+01
 6.913204e+07  1.036300e+01  5.110113e+01  5.418527e+01
 7.306804e+07  1.036300e+01  5.115424e+01  5.424557e+01
 7.722814e+07  1.036300e+01  5.120712e+01  5.430560e+01
 8.162509e+07  1.036301e+01  5.125977e+01  5.436537e+01
 8.627237e+07  1.036301e+01  5.131218e+01  5.442488e+01
 9.118425e+07  1.036301e+01  5.136437e+01  5.448414e+01
 9.637579e+07  1.036302e+01  5.141634e+01  5.454314e+01
 1.018629e+08  1.036302e+01  5.146808e+01  5.460189e+01
 1.076624e+08  1.036302e+01  5.151959e+01  5.466040e+01
 1.137921e+08  1.036303e+01  5.157089e+01  5.471866e+01
 1.202708e+08  1.036303e+01  5.162197e+01  5.477669e+01
 1.271184e+08  1.036303e+01  5.167283e+01  5.483447e+01
 1.343558e+08  1.036304e+01  5.172347e+01  5.489202e+01
 1.420053e+08  1.036304e+01  5.177391e+01  5.494934e+01
 1.500903e+08  1.036305e+01  5.182413e+01  5.500644e+01
 1.586357e+08  1.036305e+01  5.187414e+01  5.506330e+01
 1.676675e+08  1.036305e+01  5.192395e+01  5.511994e+01
 1.772136e+08  1.036306e+01  5.197354e+01  5.517637e+01
 1.873032e+08  1.036306e+01  5.202294e+01  5.523257e+01
 1.979672e+08  1.036306e+01  5.207213e+01  5.528856e+01
 2.092383e+08  1.036307e+01  5.212112e+01  5.534434e+01
 2.211512e+08  1.036307e+01  5.216991e+01  5.539990e+01
 2.337424e+08  1.036307e+01  5.221850e+01  5.545526e+01
 2.470504e+08  1.036308e+01  5.226690e+01  5.551042e+01
 2.611161e+08  1.036308e+01  5.231510e+01  5.556537e+01
 2.759826e+08  1.036308e+01  5.236311e+01  5.562012e+01
 2.916956e+08  1.036309e+01  5.241092e+01  5.567467e+01
